text,sentiment
เอาสิๆ,neutral
เอาไหม,neutral
เอ้าาา,neutral
ไออ้วน,neutral
ฮอตพอต,neutral
ฮอทพอท,neutral
ฮ่าๆๆๆ,neutral
ฮืออออ,neutral
=+18ค้ะ,neutral
=+1ครับ,neutral
199 อ่า,neutral
29ธันวา,neutral
343 ค่ะ,neutral
343 อ้ะ,neutral
343ครับ,neutral
5555555,neutral
5จุดค่ะ,neutral
6ตัวค่ะ,neutral
9ตัวค่ะ,neutral
L'Oréal,neutral
Show DC,neutral
กรี๊ดดด,neutral
กลัวววว,neutral
กินแกรบ,neutral
กินนนนน,neutral
โกๆๆๆๆๆ,neutral
ขนเสดไง,neutral
ขอนแก่น,neutral
ขอรแก่น,neutral
ขอวาร์ป,neutral
ขึ้นคับ,neutral
แขบๆหลบ,neutral
คคคคคคค,neutral
คนเดียว,neutral
คนละ250,neutral
ครีมชีส,neutral
คัดสรรๆ,neutral
คิดก่อน,neutral
คือดีย์,neutral
เครบุ้ย,neutral
เค้าหิว,neutral
งอเเงไร,neutral
งื้ออออ,neutral
แง่ๆๆๆๆ,neutral
แง่มมมม,neutral
จริงๆนะ,neutral
จริงป่ะ,neutral
จริงไหม,neutral
จริงอ่ะ,neutral
จัดแปะะ,neutral
จัดไปดิ,neutral
จัดไปปป,neutral
จัดมั้ย,neutral
จัดมาาา,neutral
จัดเลยๆ,neutral
จัดหนัก,neutral
จัน-ศุก,neutral
แจ่มเลย,neutral
ชวยครับ,neutral
ใช่ครับ,neutral
ซาลาเปา,neutral
ซีวิคFd,neutral
ซื้อเลย,neutral
ดูดส้วม,neutral
เด๊ดเลย,neutral
เดี๋ยว!,neutral
เดือน11,neutral
แดกลีโอ,neutral
ได้ข้าว,neutral
ได้ตกลง,neutral
ได้สิ55,neutral
ได้หมดด,neutral
ตลอดดดด,neutral
ต้องไหม,neutral
ตัววววว,neutral
ตาปรืบๆ,neutral
ตามๆคับ,neutral
ตามครับ,neutral
ตามใจ😙,neutral
ตายล้าว,neutral
ตายแล้ว,neutral
ตายห่าน,neutral
เตงพ่อง,neutral
แต่งตัว,neutral
ถูกต้อง,neutral
ทรัพจาง,neutral
ทราบจ้า,neutral
ทันมะละ,neutral
ทำงานละ,neutral
ทำไงคะ?,neutral
ทำไมอ่า,neutral
ทีเด็ดๆ,neutral
ทุกแท่ง,neutral
แท็กยาย,neutral
นอนเถอะ,neutral
นานละนะ,neutral
นี้ๆง่ะ,neutral
โนชีสคะ,neutral
บ่มีตัง,neutral
บะใจถึง,neutral
บันเทิง,neutral
บาทครับ,neutral
บุฟๆๆๆๆ,neutral
ปปปป.)),neutral
ป๋องดำๆ,neutral
ป้ะๆๆๆๆ,neutral
ปะเนี้ย,neutral
ปัตตานี,neutral
แปดริ้ว,neutral
ไปกินชิ,neutral
ไปกินบ่,neutral
ไปจิงนะ,neutral
ไปไม่ไป,neutral
ไปหมดอะ,neutral
ไปเหมาๆ,neutral
ไปไหมละ,neutral
ไปเอามา,neutral
พร้อมนิ,neutral
พระราม9,neutral
พ่อเอ๊ย,neutral
พักเนาะ,neutral
พาไปสิ่,neutral
พี่ขาาา,neutral
ฟรีค่าา,neutral
ฟังไว้ๆ,neutral
มะมีตัง,neutral
มันเข้ม,neutral
มันดีนะ,neutral
มาไงว่ะ,neutral
มาแล้วๆ,neutral
มาสด้า2,neutral
มาอีกละ,neutral
มิสทีน~,neutral
มียุดยา,neutral
มึงดูดิ,neutral
มื้อได๋,neutral
มือได่ๆ,neutral
เมื่อไร,neutral
ไม่ว่าง,neutral
ไม่เห็น,neutral
ไม่อิ่ม,neutral
ยั่วจิง,neutral
ยั่วยวน,neutral
เย้ๆ 😘,neutral
เย็นนี้,neutral
เย้ยยยย,neutral
เยี่ยมม,neutral
โย่วววว,neutral
รอๆ😂😂,neutral
ร้องไห้,neutral
รอสมัคร,neutral
ร้ายกาจ,neutral
ลดถึง14,neutral
ลอรีเอะ,neutral
ละปุ้นน,neutral
ลิตร499,neutral
ลิ้นจี่,neutral
ลืมสั่ง,neutral
เลิกงาน,neutral
เลี้ยงๆ,neutral
แล้วแต่,neutral
วันนี้?,neutral
วันเพ็ญ,neutral
วันหน้า,neutral
วันหยุด,neutral
วันหัสส,neutral
ว่างมาก,neutral
ว่าจะไป,neutral
ว่ามาคะ,neutral
แว๊น555,neutral
ไวจังอะ,neutral
ส. 👌🏻,neutral
สนไหม??,neutral
สเมอนอฟ,neutral
สระแก้ว,neutral
สาธุค่ะ,neutral
สายเข้า,neutral
สุดๆกัน,neutral
แสงโสม!,neutral
หงส์ทอง,neutral
หมดหล่ะ,neutral
หมูทะะะ,neutral
หยักกิง,neutral
หยุดจ้ะ,neutral
หร่อยนะ,neutral
หลาบจิง,neutral
หว่า อด,neutral
ห่านนนน,neutral
หิวจังง,neutral
หิวเด้อ,neutral
หิวมั้ย,neutral
หิววคับ,neutral
หิววววว,neutral
หื้มๆๆๆ,neutral
หืมมมมม,neutral
เหววววว,neutral
แหลกยับ,neutral
แหะๆ 😝,neutral
ใหญ่จิง,neutral
ไหนเงิน,neutral
อยากลอง,neutral
อยากเลย,neutral
อ้วนนะๆ,neutral
อโศกค่ะ,neutral
อ่อๆเคร,neutral
อะเคจ้า,neutral
อะไรว้ะ,neutral
อั่นก่า,neutral
อ่างทอง,neutral
อ่านไหม,neutral
อาไรจ่ะ,neutral
อ่าว555,neutral
อ้าวววว,neutral
อ้าวหรอ,neutral
อิเดาะะ,neutral
อื้อหือ,neutral
อุ้ตะ!!,neutral
อุ้วๆๆๆ,neutral
เองงงงง,neutral
เอ้า555,neutral
เอาครับ,neutral
เอาน่อย,neutral
โอ้ยหิว,neutral
ใอ่อ้วน,neutral
ไอป้างง,neutral
ไอ้อ้วน,neutral
ฮารเบอร,neutral
ไฮเนเกน,neutral
เเคปแปป,neutral
=+++++10,neutral
=+1 ตุ๊ก,neutral
☝️☝️☝️☝️,neutral
👍🏻👍🏻,neutral
29 เลยมะ,neutral
29กี่โมง,neutral
3 ลูก 50,neutral
36รูปแบบ,neutral
5555 พนๆ,neutral
5ทุ่ม555,neutral
6 ตัวค่ะ,neutral
6พันกว่า,neutral
BLEND285,neutral
mk ชีสละ,neutral
Mu x ค่ะ,neutral
Mu X ค้ะ,neutral
MU-X ค่ะ,neutral
ก็ดีน555,neutral
กล้าปะละ,neutral
กอน อะไร,neutral
กันแดดคะ,neutral
การ์ตูน?,neutral
กินไหมละ,neutral
กินอีกละ,neutral
กุหิวววว,neutral
กูกะอยาก,neutral
กูว่างนะ,neutral
เก็บเงิน,neutral
เกบตังงง,neutral
ไกลไปน่ะ,neutral
ขอบคุนคะ,neutral
ขอไปด้วย,neutral
ขายวีออส,neutral
คร่อกกกก,neutral
คราวหน้า,neutral
คิดถึงนะ,neutral
เคร ครับ,neutral
โคตรดีย์,neutral
ใคเลี้ยง,neutral
งานฟรีวะ,neutral
งื้อออออ,neutral
จริงปะละ,neutral
จะกินติม,neutral
จะกินหรา,neutral
จัดป่ะละ,neutral
จัดไป555,neutral
จัดไปจ้า,neutral
จัดไปพี่,neutral
จัดมาฮีต,neutral
จัดไหมละ,neutral
จ้าก้อนน,neutral
จากินนนน,neutral
จ่ายด้วย,neutral
จ๋าาาจ้ะ,neutral
จ้าาาาาา,neutral
จิงดิคับ,neutral
จุ๊บบบบบ,neutral
เจ๊มอๆาิ,neutral
เฉลยที55,neutral
ชม ชมพู่,neutral
ช่วงรดไง,neutral
ชีสสสสสส,neutral
ชุมพรค่ะ,neutral
เชียงราย,neutral
ซื้อออออ,neutral
โซเว่นไง,neutral
ด้วย ๆๆๆ,neutral
ดองเงินๆ,neutral
ดีๆๆ อ้ะ,neutral
ดีเลยค่ะ,neutral
ดื่มลีโอ,neutral
ดูโปรแปป,neutral
เด็กกกกก,neutral
เด็กอ้วน,neutral
ได้ๆ คับ,neutral
ตอนไหนดี,neutral
ตังค์ใคร,neutral
ตังไม่มี,neutral
ตัวจ๋าาา,neutral
ตางละเจ้,neutral
ตาแซบคัก,neutral
ตามนี้คะ,neutral
ตำเธอหรา,neutral
ถึง29นี้,neutral
โถ่ววววว,neutral
ทาร์ตไข่,neutral
ที่รักกก,neutral
ที่ไหนมี,neutral
เท่าไรคะ,neutral
เท่าไหย่,neutral
เท่าไหร่,neutral
แท็กเฉยๆ,neutral
แท้กเฉยๆ,neutral
น้องใหม่,neutral
น้องอยาก,neutral
นอน ชิวว,neutral
นั่นสินะ,neutral
นางกินนน,neutral
นานา ค่ะ,neutral
น่าสนไหม,neutral
นี้ๆๆๆๆๆ,neutral
เน๊อะ 55,neutral
เนี้ยยยย,neutral
เนื้อวัว,neutral
แน่นวลลล,neutral
บ่เคยคึด,neutral
บาบีก้อน,neutral
บิ๋ม คับ,neutral
บุรีรัมย,neutral
เบตงครับ,neutral
เบลน285.,neutral
ประสาททท,neutral
ปล่อยดอก,neutral
ปักกงนี้,neutral
ป๋าเตยยย,neutral
ป๋าาาาาา,neutral
ปีใด่ว่ะ,neutral
ปีใหม่ๆๆ,neutral
เป็ดย่าง,neutral
แป่ววววว,neutral
ไป!ไปนอน,neutral
ไปกับใคร,neutral
ไปกินไหม,neutral
ไปจริงนิ,neutral
ไปตอนนี้,neutral
ไปตอนไหน,neutral
ไปเถอะนะ,neutral
ไปมียค่ะ,neutral
ไปเลยป่ะ,neutral
ไปวันไหน,neutral
ไปไหนอีก,neutral
ไปไหมค่ะ,neutral
ไปไหมแฟน,neutral
ไปไหมเรา,neutral
ผมก็ลบละ,neutral
ผัวไหนละ,neutral
เผ็ดมั้ย,neutral
ฝั่งขึ้น,neutral
ใฝเลี้ยง,neutral
พร้อมๆ🐷,neutral
พร้อมไหม,neutral
พลีสสส🙏,neutral
พอก่อนนะ,neutral
พายเรือ?,neutral
พี่ต้าไง,neutral
พูดไรวะๆ,neutral
โพเลี้ยง,neutral
ม่วยยยยย,neutral
มันคือไร,neutral
มันน่าสน,neutral
มันบ่แซบ,neutral
มาจัดป่ะ,neutral
ม่ายยยยย,neutral
มารับเรย,neutral
มาแล้วคะ,neutral
มาสด้า 2,neutral
มาแหมล่ะ,neutral
มี2คน555,neutral
มีให้ค่ะ,neutral
มื้อได๋ๆ,neutral
มุ่ยอิ่ม,neutral
เมเลี้ยง,neutral
แมคโดนัล,neutral
ไม่เด็ดด,neutral
ไม่แดกจบ,neutral
ไม่ไปล่ะ,neutral
ไม่มี !!,neutral
ไม่มี555,neutral
ไม่มีค่ะ,neutral
ไม่มีค่า,neutral
ไม่มีตัง,neutral
ยังไงดีๆ,neutral
ยังสิ555,neutral
ยั่วๆ 😱,neutral
ย่างกุ้ง,neutral
ยุแถวใหน,neutral
ยูจะกิน?,neutral
เย้ ๆ ^^,neutral
เยดด 555,neutral
เย้ป๊าไป,neutral
เย้เย้~~,neutral
ร่วมจ้าา,neutral
รอกินฟรี,neutral
รอแกไง55,neutral
รอไปก่อน,neutral
รอเลยยยย,neutral
รักHonda,neutral
ร้ายจิงๆ,neutral
เร็วๆนี้,neutral
เราไปลอง,neutral
ไรมึงอีก,neutral
ลงไม่ได้,neutral
ลบแอฟ จบ,neutral
ลองป่ะละ,neutral
ลองม่ะ??,neutral
ลองยังงง,neutral
ลองไหม55,neutral
ลากนาตมา,neutral
ลาวาก่อน,neutral
ลูกวีออส,neutral
เลยปะล่ะ,neutral
เลิฟ ๆ^^,neutral
เลี้ยงงะ,neutral
เลี้ยงติ,neutral
เลี้ยงที,neutral
เลี้ยงนะ,neutral
เลี้ยงไป,neutral
เลี้ยงรึ,neutral
เลี้ยงสิ,neutral
ว้อทมากก,neutral
วันทิตย๋,neutral
วันนี้ไป,neutral
วันนี้มะ,neutral
วันมีตัง,neutral
วันหนายย,neutral
วันหลังๆ,neutral
วันไหนวะ,neutral
วันอาทิต,neutral
ว่าไงคุณ,neutral
ว่าไงจ่ะ,neutral
สนใจป่าว,neutral
สนป่ะตัว,neutral
สนม่ะค่ะ,neutral
สวัสดีคะ,neutral
สอบเสร็จ,neutral
สาธุสาธุ,neutral
สีขาวคับ,neutral
สี่รูๆๆๆ,neutral
สุ้ๆครับ,neutral
สุรินทร์,neutral
แสงโสม❤❤,neutral
แสงโสมมม,neutral
ใส่ปากนะ,neutral
หน้าคุ้น,neutral
หนาวด้วย,neutral
หมูทะป่ะ,neutral
หราาาาา~,neutral
หลาวมึงง,neutral
ห้ะใรน้ะ,neutral
หาคนจ่าย,neutral
หาตังแปป,neutral
หาตังแพพ,neutral
หารค่ะ🐷,neutral
หารรรรรร,neutral
หิว55555,neutral
หิวใช่มะ,neutral
หิวบาบี้,neutral
หิวววววว,neutral
หื้มมม🤡,neutral
หื๊ยยยยย,neutral
เห็นด้วย,neutral
เห็นแย้ว,neutral
เหล้า285,neutral
เหล้าเรด,neutral
โห้ไรว้า,neutral
ไหนตังค์,neutral
อยาก_ๆๆๆ,neutral
อยากกิน?,neutral
อยากซูชิ,neutral
อยากปะทะ,neutral
อยากละสิ,neutral
อยากอ่ดิ,neutral
อยากอยุ่,neutral
อยู่บ้าน,neutral
อ้วนนนนน,neutral
ออครับผม,neutral
อะเครค่ะ,neutral
อะรายยยย,neutral
อัลเมร่า,neutral
อ่านใหม่,neutral
อ้าวเห้ย,neutral
อิ่มเป่า,neutral
อิ่มมั้ย,neutral
อิลิอิลิ,neutral
อุด้งพี่,neutral
อู้วหู้ว,neutral
เออใช่ๆๆ,neutral
เออพนเลย,neutral
เอาดิ วน,neutral
เอาหน่อย,neutral
เอาอีกละ,neutral
แอคคอด ๆ,neutral
โอเค5555,neutral
โอเคครับ,neutral
โอเคค้าบ,neutral
โอเครคับ,neutral
โอ้ววหิว,neutral
ฮอทพอทๆๆ,neutral
ฮ่าๆๆๆๆๆ,neutral
โฮกาเด้น,neutral
ไฮเนเก้น,neutral
เเกร๊ 😍,neutral
.........,neutral
#ubeer 🤘,neutral
#ลุยยยฮ่ะ,neutral
<<<รักแฟน,neutral
= หงษ์ทอง,neutral
=+++++!!!,neutral
100 piper,neutral
17มั้ยจ้ะ,neutral
29 เจอกัน,neutral
3 เจ้าค่ะ,neutral
31เน้ออออ,neutral
3️⃣4️⃣3️⃣,neutral
48 ชม.คับ,neutral
5 จุดครับ,neutral
55 อยากกก,neutral
55555 ว้อ,neutral
55555ใช่ๆ,neutral
5555จัดไป,neutral
etude ค่า,neutral
Honda crv,neutral
Hotpot555,neutral
Mazda cx5,neutral
ok 😍😍😍,neutral
Only you!,neutral
Red Label,neutral
Red lable,neutral
sangsom??,neutral
ก็ได้!!!!,neutral
ก็น่าไปนะ,neutral
กระเทียม?,neutral
กล่องข้าว,neutral
กลับยังงง,neutral
การเงินลา,neutral
กินก่อนไป,neutral
กินละหร๋อ,neutral
กินสิงห์ๆ,neutral
กุคนฟรีนะ,neutral
กุมีตัง55,neutral
กุอยากกิน,neutral
