ความเอื้อเฟื้อ,positive
พอใจ,positive
น่าพอใจ,positive
น่าประทับใจ,positive
น่าพึงพอใจ,positive
น่าฟัง,positive
น่าภาคภูมิใจ,positive
น่ามหัศจรรย์,positive
น่ายกย่อง,positive
น่ายินดี,positive
สนุกสนาน,positive
ดี,positive
ดีใจ,positive
กรวด,positive
กรวดน้ำ,positive
รัก,positive
ชอบ,positive
กราบ,positive
กลับใจ,positive
กอด,positive
การันตี,positive
ก้าว,positive
ก้าวหน้า,positive
เรียน,positive
กรุ่ม,positive
กล้าหาญ,positive
การันตี,positive
พบ,positive
เจอ,positive
ช่วย,positive
เล่น,positive
อนุมัติ,positive
